Date,Power Station Name,Mode of Transport,State Name,State Code,Sector,Utility,Capacity (MW),Normative Stock Days,industrial_index,manufacturing_pmi,domestic_coal_price_index,international_coal_price_index,exchange_rate,plf_prcnt,daily_requirement,indigenous_stock,import_stock,total_stock
2022-06-12,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,71.5393586617976,19675.250848737665,600981.8573295118,327230.3412038274,928212.1985333392
2022-06-13,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,71.04086876966709,19538.152699457423,544382.1725080105,381749.9666007747,926132.1391087852
2022-06-14,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,70.65086107356845,19430.890076515057,554975.0081033319,369612.34223176143,924587.3503350933
2022-06-15,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,73.11440296566371,20108.430462814773,552568.9823507096,373056.7271275475,925625.7094782571
2022-06-16,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,74.82876784033901,20579.926987056242,604477.7759348417,320177.7108332609,924655.4867681026
2022-06-17,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,72.17815089387369,19850.935921142904,561173.4898238593,363373.4455382024,924546.9353620617
2022-06-18,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,74.68135292267714,20539.383913451748,557868.8730203653,365530.3002942756,923399.1733146409
2022-06-19,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,72.18482713872208,19852.772068329246,562233.384553783,359525.45127326914,921758.8358270521
2022-06-20,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,68.10684019149153,18731.21579992667,518245.1701523086,400247.3479851444,918492.518137453
2022-06-21,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,68.49581827863095,18838.195252668356,557266.3166230316,360193.65603283804,917459.9726558697
2022-06-22,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,67.44835354710611,18550.114233583652,557101.7224738718,361505.95339652663,918607.6758703984
2022-06-23,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,71.3996580717635,19636.829423049017,622588.6059031123,292855.5363605798,915444.1422636921
2022-06-24,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,66.62874606946303,18324.700097620196,518939.9681672655,392524.26548719534,911464.2336544609
2022-06-25,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,71.52569441977218,19671.492814076228,568921.9563604555,341086.68781854224,910008.6441789977
2022-06-26,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,74.71636485527839,20549.01313811233,570128.617543607,337901.02996794484,908029.6475115519
2022-06-27,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,69.413621143757,19090.615765499824,555127.4034442223,350597.3017973063,905724.7052415286
2022-06-28,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,71.84538190174163,19759.415483759163,614717.90469672,287370.81589617394,902088.7205928939
2022-06-29,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,68.94236178131456,18961.006745453877,547804.2382640175,355558.8440985938,903363.0823626113
2022-06-30,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.17817637353009,50.93777664697742,105.93916271626934,117.07640522100822,75.87129172469191,70.94329823893737,19511.318175029726,560110.048336485,343057.29132674064,903167.3396632257
2022-07-01,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,68.24721070440529,18769.821472454445,578312.021759691,320908.9513729026,899220.9731325936
2022-07-02,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,69.02143380445409,18982.753681958333,501271.7164075694,395917.81510162033,897189.5315091898
2022-07-03,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,69.88869410894195,19221.273629035564,618374.6046198604,275873.4686764049,894248.0732962653
2022-07-04,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,72.32080315161542,19890.16913496686,563151.806767632,330309.67274440685,893461.4795120389
2022-07-05,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,68.692927359089,18892.405559765324,549098.5742556216,340903.3632781373,890001.9375337589
2022-07-06,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.04234360665016,19263.531380107714,520940.2136616973,367029.41386686784,887969.6275285651
2022-07-07,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,72.12065808012396,19835.12384854838,606162.9300776263,281567.972435558,887730.9025131842
2022-07-08,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,74.82819150323533,20579.768478826634,572754.5778100102,313481.89999236213,886236.4778023723
2022-07-09,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.84870471618135,19485.30240799316,514447.75852848485,370991.4453463941,885439.2038748789
2022-07-10,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,68.09515716146223,18728.002651936535,542642.0349218687,341129.55402951187,883771.5889513806
2022-07-11,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,69.31778348393986,19064.257827255333,501480.8162978057,379487.71572329995,880968.5320211056
2022-07-12,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,68.27091152080516,18776.339835446648,575074.3905136454,303948.79882926785,879023.1893429132
2022-07-13,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.57201427731641,19409.205083472105,596457.793617713,280948.71928435157,877406.5129020646
2022-07-14,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.29055042448036,19331.794941516797,573195.699244177,303036.8389270399,876232.5381712168
2022-07-15,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.85183344697988,19486.162893248424,537864.4477653146,337336.18156421895,875200.6293295335
2022-07-16,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,72.44244373460518,19923.62357219525,536313.7323493852,335213.6962757396,871527.4286251247
2022-07-17,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.99603124033507,19525.821171001655,594600.5156835373,277541.61238349415,872142.1280670315
2022-07-18,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,69.05039765206398,18990.71952031541,554121.6123844058,317302.2254399238,871423.8378243296
2022-07-19,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,71.22113900093487,19587.731869401083,535898.4550477077,335005.67244186066,870904.1274895683
2022-07-20,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,69.73213081148185,19178.214504536063,522096.7372402056,348535.738928519,870632.4761687246
2022-07-21,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,69.10404534545042,19005.474081225362,547554.6508371942,322004.76664186676,869559.4174790609
2022-07-22,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.96662594500263,19517.733922628606,536123.9613471151,331562.15168490075,867686.1130320159
2022-07-23,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.32944002769136,19342.49063005661,498554.0047135043,370908.2144586242,869462.2191721285
2022-07-24,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,67.91735331801715,18679.10180508676,516021.11915263,353315.64053619374,869336.7596888237
2022-07-25,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,74.6629300262996,20534.31712064889,551567.1668066197,315622.5726648371,867189.7394714569
2022-07-26,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,73.58490242732634,20237.83048967511,517585.2594324502,347645.6167148385,865230.8761472887
2022-07-27,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,71.25790308372646,19597.842982565624,604773.1548505389,258297.87674768374,863071.0315982227
2022-07-28,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,72.70966947325257,19997.117849184542,557554.6988314708,303271.7249102725,860826.4237417433
2022-07-29,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,69.70376143437443,19170.412161581746,509006.83559593116,349366.5538294264,858373.3894253576
2022-07-30,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,70.13163992292849,19288.090272660138,531448.2460543897,326322.0618567078,857770.3079110975
2022-07-31,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,103.84759042483023,50.74535572677771,103.2755090421711,115.86459231635281,76.03179814203104,71.788936544353,19743.891489881637,550756.6849995961,305107.1153037703,855863.8003033664
2022-08-01,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,68.03099221620906,18710.35556343634,531398.3236098923,323036.6295675399,854434.9531774322
2022-08-02,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,67.8544222177687,18661.794057201725,554419.8133625698,298007.992779752,852427.8061423218
2022-08-03,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,66.8040990748227,18372.926897972742,555469.9746838777,295960.87930493697,851430.8539888146
2022-08-04,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,64.23217121750754,17665.57745140083,515044.718989857,334054.4006619605,849099.1196518175
2022-08-05,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,63.703363058270114,17520.140961914774,544699.014026695,305141.7236092965,849840.7376359915
2022-08-06,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,63.91402415924709,17578.07843973573,537986.4289643235,311598.4476581275,849584.876622451
2022-08-07,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,67.66957079265656,18610.95493553694,558799.6186627806,289953.4632049473,848753.0818677279
2022-08-08,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,69.07522415297623,18997.547476873624,562257.6251411595,284554.20954832225,846811.8346894818
2022-08-09,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,64.32376509418451,17690.768234957435,523041.0590218858,323233.7071506122,846274.766172498
2022-08-10,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,67.6782659546068,18613.34633931441,474495.840506505,372008.21311137616,846504.0536178811
2022-08-11,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,65.02723538819073,17884.241516772003,570639.012008005,274770.9143307605,845409.9263387655
2022-08-12,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,66.14233388031607,18190.923642024703,495084.63450812147,348414.5532909907,843499.1877991122
2022-08-13,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,66.58185970482016,18311.80508425986,550490.3688744996,291546.7421654322,842037.1110399318
2022-08-14,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,65.34848610320209,17972.594117653796,545529.8482596775,295984.6216988892,841514.4699585667
2022-08-15,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,62.54974887028266,17202.865982715994,524187.617843065,317078.53901422635,841266.1568572914
2022-08-16,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,63.15523619940849,17369.391309600767,561679.2548745956,276918.5360556763,838597.7909302718
2022-08-17,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,64.69302283181513,17792.324060332754,513093.11766873527,323513.6903492123,836606.8080179476
2022-08-18,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,65.93487491296926,18133.866837215126,522900.7550198251,315364.36372957466,838265.1187493998
2022-08-19,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,68.15935945001574,18745.660010850323,518392.8474117335,318173.5190001564,836566.3664118899
2022-08-20,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,66.25254867577304,18221.235679879414,478081.419310609,357730.59134370787,835812.0106543169
2022-08-21,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,66.90129909904428,18399.65952312953,569575.3173107618,262939.2709774409,832514.5882882026
2022-08-22,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,64.54675660435862,17752.09690747959,531759.154007813,299960.4417248034,831719.5957326164
2022-08-23,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,65.08597951268268,17900.397733530008,522090.0955950138,308824.9101638808,830915.0057588946
2022-08-24,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,67.04035981038344,18437.90496493921,490323.7810469046,337948.50099528255,828272.2820421872
2022-08-25,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,68.74398313658074,18906.447273979957,519156.0300590802,306368.50173972466,825524.5317988049
2022-08-26,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,66.60691497754527,18318.69595922955,462117.5243817236,362508.98971905187,824626.5141007755
2022-08-27,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,66.77892665898058,18366.003805490127,538048.4358590071,283754.25981189683,821802.6956709039
2022-08-28,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,66.04435941081607,18163.97802355337,562760.1563839084,258510.9593086238,821271.1156925322
2022-08-29,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,63.32094839975988,17414.96662885997,540759.98381175,278941.7690513955,819701.7528631454
2022-08-30,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,65.09228149706392,17902.13094900559,484130.87747725233,336678.87022315577,820809.7477004081
2022-08-31,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.21538641750368,51.28656275138699,103.5941332829045,116.05236184410465,75.91745063343095,67.82655238956802,18654.129103654242,551228.9121379532,270476.2361504851,821705.1482884383
2022-09-01,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,66.6909625216763,18341.811298043474,493898.4982167355,326942.6864088878,820841.1846256233
2022-09-02,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,65.98356119719438,18147.256876949068,559807.3073335062,260536.29999684938,820343.6073303556
2022-09-03,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,65.76777860827406,18087.91085197464,504912.8696000286,312713.63100373,817626.5006037586
2022-09-04,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,66.17075087647164,18198.739081500084,470642.21852981794,345116.53385504935,815758.7523848673
2022-09-05,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,67.79904011564733,18646.562487165997,471007.8608964953,342913.25451762835,813921.1154141236
2022-09-06,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,65.19359764618726,17929.995619395686,535245.5834884548,275461.5678010337,810707.1512894885
2022-09-07,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,66.88985457525537,18396.51197078068,465756.5626985915,344448.07499950996,810204.6376981015
2022-09-08,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,67.10882088042183,18456.733603489727,470344.6340281975,336135.70634627086,806480.3403744684
2022-09-09,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,65.90465439916234,18125.555381800215,500151.875394925,304943.6911502696,805095.5665451946
2022-09-10,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,67.33365607262922,18518.56933823845,507871.9340923609,297193.2305566085,805065.1646489694
2022-09-11,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,62.50468204537826,17190.471391800773,475459.2098814702,328659.92461955687,804119.1345010271
2022-09-12,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,66.36988128411653,18253.50530802647,496388.00782491005,306909.33833635383,803297.3461612639
2022-09-13,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,64.52535697495722,17746.211432904216,500644.39325373556,300207.66343134403,800852.0566850796
2022-09-14,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,66.43998270413847,18272.785087012257,484021.3832123845,314378.7674092125,798400.150621597
2022-09-15,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,66.34473472144418,18246.589325862013,512544.29408257775,285775.6389892302,798319.933071808
2022-09-16,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,65.92003459139521,18129.785348995116,486440.9015902668,309816.541368182,796257.4429584488
2022-09-17,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,64.66821729663206,17785.50186991487,483699.086233777,310324.121505428,794023.207739205
2022-09-18,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,64.02779662520626,17609.36893281953,468148.9705148745,325850.96717781277,793999.9376926873
2022-09-19,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,67.60349799813422,18592.7831370917,501663.8768344683,290335.26404490107,791999.1408793693
2022-09-20,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,63.85947485937092,17563.075912752498,543690.764523226,249917.94520880294,793608.7097320289
2022-09-21,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,66.69909384698772,18344.04763155593,511518.1296723213,279329.510512217,790847.6401845383
2022-09-22,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,67.68074584317515,18614.028375477046,493203.53484047705,295288.1290565827,788491.6638970597
2022-09-23,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,67.38986514779563,18534.028348139596,497705.8138893158,290536.3546515532,788242.168540869
2022-09-24,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,67.83316371614642,18655.947396567488,532285.7460755061,256682.3545133127,788968.1005888188
2022-09-25,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,64.7469076663898,17807.14384145787,487866.7779433376,298336.626402146,786203.4043454836
2022-09-26,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,65.72518711344605,18076.19704351397,497964.10596514307,288314.49677842413,786278.6027435672
2022-09-27,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,66.88334403842487,18394.721397763304,471592.9518022804,313028.86930021923,784621.8211024996
2022-09-28,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,67.2816783950783,18504.27407667224,552359.3736005573,232859.90725214733,785219.2808527047
2022-09-29,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,102.09777533217814,50.87168490865372,102.5599585523162,113.69486925667997,75.85407017018429,65.53852598659202,18024.86020511815,499126.82888459787,284095.9810434418,783222.8099280397
